,power,age,x,y,tetta,phi,energy,threshold_time
0,4.166507066534908,1.4447156190872192,13.572406768798828,37.022315979003906,37.36747360229492,47.313323974609375,"(0.10191129148006439, 11.324358940124512, 13.00081729888916, 23.78216552734375, 21.877735137939453, 57.119300842285156, 0.03371094539761543, 8.516802787780762, 46.51762771606445, 36.661163330078125, 0.0, 8.712733268737793, 0.0, 50.80138397216797, 0.0, 0.0, 29.7557315826416, 20.198272705078125, 37.30221939086914, 0.0, 9.087449073791504, 10.404851913452148, 0.0, 8.719184875488281, 0.4717651605606079, 0.0, 21.365076065063477, 75.22390747070312, 9.40889835357666, 4.161008358001709, 0.058188553899526596, 19.330957412719727, 0.6247262358665466, 11.298003196716309, 0.0, 0.0)","(-1.0, 91830.7265625, 91844.828125, 91830.7109375, 91806.0859375, 91781.8671875, -1.0, 91779.9375, 91739.953125, 91759.71875, -1.0, 91775.3984375, -1.0, 91758.4765625, -1.0, -1.0, 91687.640625, 91708.0625, 91736.3515625, -1.0, 91883.1796875, 91894.0234375, -1.0, 91933.9140625, -1.0, -1.0, 91763.78125, 91759.65625, 91774.828125, -1.0, -1.0, 91810.0234375, -1.0, 91878.4921875, -1.0, -1.0)"
1,4.93310377332765,1.4305471181869507,40.3306770324707,-61.98099899291992,28.912227630615234,236.40042114257812,"(10.563158988952637, 0.0, 7.604449272155762, 15.454449653625488, 38.2237663269043, 7.655221462249756, 17.16065788269043, 3.609517812728882, 8.726595878601074, 38.33364486694336, 5.281675338745117, 19.14088249206543, 28.56081199645996, 34.624359130859375, 37.06487274169922, 38.30766677856445, 9.902917861938477, 22.606426239013672, 13.10416030883789, 11.659669876098633, 39.94029235839844, 61.91581344604492, 79.05104064941406, 96.00364685058594, 1.835343360900879, 0.0, 16.627517700195312, 1.1441929340362549, 93.39151763916016, 86.87290954589844, 140.5977783203125, 285.72344970703125, 19.524383544921875, 8.651045799255371, 32.181007385253906, 6.719966888427734)","(61243.13671875, -1.0, 61215.59375, 61216.8359375, 61308.51171875, 61290.9453125, 61250.31640625, -1.0, 61253.53515625, 61278.94140625, -1.0, 61243.73828125, 61347.4375, 61309.41796875, 61304.171875, 61301.19921875, 61382.47265625, 61364.90625, 61339.6796875, 61348.02734375, 61202.0703125, 61197.8671875, 61174.41015625, 61182.84765625, -1.0, -1.0, 61375.95703125, -1.0, 61293.765625, 61283.87890625, 61253.3125, 61261.6640625, 61192.44140625, 61199.95703125, 61166.89453125, 61236.7890625)"
2,4.133581286688039,1.4590461254119873,-1.0466951131820679,-63.92543029785156,37.267425537109375,182.0860595703125,"(0.0, 0.34477588534355164, 0.35262614488601685, 0.07246581465005875, 0.0, 0.0, 9.323197364807129, 8.84957218170166, 0.5748014450073242, 0.0, 0.0, 0.0, 6.067830562591553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.50642395019531, 29.15110969543457, 2.6315183639526367, 84.18859100341797, 0.0, 0.0, 0.0, 0.0, 4.657275676727295, 0.0, 0.0, 0.08619585633277893, 0.03914462402462959, 0.0, 11.094078063964844, 20.066429138183594)","(-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 78681.0625, 78706.6796875, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 78787.328125, 78769.75, -1.0, 78788.2734375, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 78678.609375, 78703.1484375)"
3,5.190620154261865,1.3269827365875244,40.29315185546875,-21.836196899414062,3.205502986907959,201.26889038085938,"(34.960296630859375, 40.36423873901367, 6.762777328491211, 71.25839233398438, 28.369163513183594, 0.3623141944408417, 16.302968978881836, 47.820804595947266, 81.25255584716797, 47.68899154663086, 65.25703430175781, 144.45925903320312, 242.94898986816406, 115.40223693847656, 291.5474548339844, 590.13330078125, 26.517915725708008, 59.14944839477539, 50.793190002441406, 132.49868774414062, 83.42716217041016, 60.31257629394531, 9.963265419006348, 58.771270751953125, 9.918867111206055, 0.0, 39.968406677246094, 21.340457916259766, 2970.0439453125, 651.0700073242188, 608.7470092773438, 985.5757446289062, 63.44684982299805, 28.957181930541992, 7.647815227508545, 22.984987258911133)","(52147.2421875, 52211.25, 52142.87890625, 52139.4765625, 52156.18359375, -1.0, 52161.44921875, 52142.60546875, 52123.8671875, 52123.53125, 52118.19921875, 52118.4453125, 52175.34765625, 52174.48046875, 52173.99609375, 52173.74609375, 52199.4921875, 52178.7578125, 52187.63671875, 52182.80078125, 52172.12890625, 52176.5390625, 52203.94140625, 52173.46484375, 52182.6171875, -1.0, 52187.48046875, 52178.16796875, 52173.7890625, 52171.9296875, 52172.90234375, 52173.00390625, 52137.703125, 52150.82421875, 52160.31640625, 52141.4609375)"
4,5.021613982590458,1.3367758989334106,15.542247772216797,10.037845611572266,6.299241065979004,108.09762573242188,"(79.6240234375, 29.508312225341797, 60.460914611816406, 105.56472778320312, 42.28385543823242, 46.16119384765625, 79.48119354248047, 60.74313735961914, 828.470458984375, 274.5216369628906, 91.26216888427734, 226.82505798339844, 383.86627197265625, 1040.7178955078125, 433.4858093261719, 187.61851501464844, 36.770286560058594, 92.93505859375, 217.81951904296875, 121.49893188476562, 63.891536712646484, 25.71705436706543, 0.0, 9.911788940429688, 43.12369155883789, 41.11314010620117, 24.287595748901367, 76.95807647705078, 129.0432891845703, 274.8094787597656, 32.942169189453125, 87.34966278076172, 30.607507705688477, 7.847010612487793, 14.414236068725586, 15.744782447814941)","(88044.953125, 88053.078125, 88046.9453125, 88050.5546875, 88034.984375, 88035.34375, 88069.8125, 88038.2890625, 88030.5546875, 88021.5234375, 88051.0703125, 88030.46875, 88075.3359375, 88076.8203125, 88079.8359375, 88080.46875, 88072.8359375, 88067.2734375, 88073.3046875, 88077.9609375, 88100.8671875, 88097.5, -1.0, 88124.8203125, 88075.1328125, 88063.265625, 88065.7734375, 88074.1953125, 88085.453125, 88084.9140625, 88094.6640625, 88097.5, 88057.5234375, 88064.109375, 88071.828125, 88070.1875)"
5,4.273986996293022,1.389470100402832,13.148582458496094,-54.32145690917969,36.30504608154297,198.95458984375,"(10.341511726379395, 4.203616619110107, 8.506725311279297, 0.7912373542785645, 0.9116895198822021, 0.476199746131897, 12.683358192443848, 1.5200035572052002, 9.360932350158691, 0.0, 5.7940897941589355, 13.384936332702637, 7.662294387817383, 2.8602981567382812, 0.04959971830248833, 3.4994609355926514, 0.0, 0.0, 0.0, 0.0, 17.929061889648438, 49.04559326171875, 19.60091781616211, 21.906742095947266, 0.0, 0.0, 9.474898338317871, 14.673446655273438, 10.510810852050781, 0.0, 29.088211059570312, 20.91595458984375, 2.4802019596099854, 0.010928346775472164, 13.264196395874023, 11.75744342803955)","(136685.640625, -1.0, 136641.21875, -1.0, -1.0, -1.0, 136662.03125, -1.0, 136715.15625, -1.0, -1.0, 136706.96875, 136816.78125, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 136718.40625, 136702.34375, 136692.6875, 136707.078125, -1.0, -1.0, 136744.609375, 136757.140625, 136822.046875, -1.0, 136767.0, 136794.546875, -1.0, -1.0, 136623.921875, 136644.8125)"
6,5.0358534438719404,1.4080010652542114,-6.905935764312744,-10.528121948242188,32.44655227661133,282.7508850097656,"(224.11720275878906, 131.49700927734375, 98.42601013183594, 269.7350158691406, 57.83716583251953, 40.49090576171875, 74.5221176147461, 117.87601470947266, 249.7324676513672, 358.965087890625, 2530.388916015625, 474.322998046875, 67.31261444091797, 64.9433822631836, 80.09477996826172, 33.779693603515625, 15.626266479492188, 33.028038024902344, 47.154083251953125, 0.055289141833782196, 99.18095397949219, 34.228885650634766, 35.26383590698242, 19.246490478515625, 60.68951416015625, 27.017423629760742, 36.068302154541016, 49.19119644165039, 30.540876388549805, 72.85916137695312, 68.89147186279297, 21.10186767578125, 132.71583557128906, 63.78035354614258, 48.755123138427734, 109.83712768554688)","(90015.8125, 90023.96875, 90004.2890625, 89994.6640625, 90077.578125, 90084.4375, 90060.3046875, 90058.7421875, 89999.671875, 90001.2890625, 89957.1015625, 89954.7421875, 90026.1484375, 90034.609375, 90020.171875, 90000.796875, 90091.5234375, 90097.1640625, 90072.609375, -1.0, 89932.0703125, 89946.78125, 89903.5703125, 89898.578125, 90131.2421875, 90147.6953125, 90144.4453125, 90106.203125, 89975.265625, 89983.3046875, 89953.8203125, 89949.390625, 89966.3671875, 89974.21875, 89967.8515625, 89943.2109375)"
7,4.0204459356616296,1.419082522392273,-19.20039176940918,32.53229904174805,41.05893325805664,272.3431701660156,"(26.52467155456543, 14.144867897033691, 4.793643951416016, 10.543540000915527, 140.2667694091797, 24.533884048461914, 40.06287384033203, 55.116939544677734, 2.2735419273376465, 28.80365753173828, 8.095516204833984, 9.008597373962402, 0.0, 4.210360050201416, 0.0, 0.0, 8.509044647216797, 2.781660556793213, 0.0, 31.30113983154297, 0.0, 0.0, 0.0, 13.768606185913086, 31.105058670043945, 118.51446533203125, 78.50623321533203, 33.738914489746094, 9.908727645874023, 0.0, 12.470426559448242, 0.0, 0.8689295053482056, 0.0, 0.0, 0.0046080369502305984)","(122740.9765625, 122754.265625, -1.0, 122709.4609375, 122808.640625, 122811.125, 122782.5546875, 122779.4609375, -1.0, 122734.796875, 122682.3984375, 122681.5078125, -1.0, -1.0, -1.0, -1.0, 122856.6171875, -1.0, -1.0, 122817.25, -1.0, -1.0, -1.0, 122599.75, 122870.3515625, 122897.0390625, 122872.8359375, 122843.71875, 122705.140625, -1.0, 122676.5625, -1.0, -1.0, -1.0, -1.0, -1.0)"
8,4.320145271478996,1.3671722412109375,-16.666481018066406,32.37739944458008,45.97687530517578,221.09072875976562,"(53.38711166381836, 1.5650888681411743, 0.0, 24.470409393310547, 67.02991485595703, 0.0112678911536932, 63.44777297973633, 80.19393920898438, 55.986366271972656, 34.967376708984375, 25.35689353942871, 0.16990379989147186, 7.010568141937256, 13.96548080444336, 0.7479354739189148, 0.34604156017303467, 72.68279266357422, 8.04810619354248, 50.4819450378418, 33.96540832519531, 3.269012451171875, 7.449828624725342, 0.0, 0.0, 59.90473175048828, 52.0100212097168, 34.35639190673828, 135.90174865722656, 0.9114449620246887, 2.7446765899658203, 12.56313419342041, 13.381352424621582, 28.70471954345703, 29.750364303588867, 0.0, 0.0)","(76177.1875, -1.0, -1.0, 76156.3125, 76179.2578125, -1.0, 76136.171875, 76160.109375, 76182.890625, 76157.2578125, 76133.0859375, -1.0, 76272.125, 76253.3203125, -1.0, -1.0, 76329.3828125, 76299.6796875, 76277.5078125, 76307.015625, -1.0, 76097.96875, -1.0, -1.0, 76259.6171875, 76257.984375, 76240.0546875, 76238.8515625, -1.0, -1.0, 76185.2109375, 76212.234375, 76084.015625, 76061.65625, -1.0, -1.0)"
9,3.9878141130210523,1.4225749969482422,-11.249478340148926,22.081287384033203,33.78292465209961,218.14334106445312,"(9.438701629638672, 41.805885314941406, 7.420031547546387, 8.450943946838379, 1.1729021072387695, 0.09267657995223999, 9.000194549560547, 0.8878801465034485, 1.2840946912765503, 15.722941398620605, 7.959904193878174, 0.0, 3.3595519065856934, 10.39901351928711, 8.40118408203125, 0.0, 7.788834571838379, 9.04749870300293, 15.056556701660156, 11.884332656860352, 0.0, 0.0, 0.0, 0.0, 20.830535888671875, 0.0, 0.0, 0.0, 0.16557295620441437, 0.0, 0.0, 14.043096542358398, 0.0, 19.939682006835938, 0.0, 2.785534381866455)","(112075.796875, 112059.8515625, 112045.140625, 112063.078125, -1.0, -1.0, 112080.25, -1.0, -1.0, 112092.6796875, 112067.703125, -1.0, -1.0, 112175.0, 112159.75, -1.0, 112240.15625, 112221.421875, 112199.1953125, 112221.3203125, -1.0, -1.0, -1.0, -1.0, 112180.5859375, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 112173.859375, -1.0, 112023.8046875, -1.0, -1.0)"
